[0.5, 0.22755804983352676, 0.2082396174618237, 0.20108807238542906, 0.19951147485704307, 0.19898827877437908, 0.19836812237554896, 0.19816263453419816, 0.19801080429991672, 0.1969021509934285, 0.1962031373127926, 0.1960832525552731, 0.19590161291569486, 0.1957335603085, 0.19567625092346788, 0.19557071939497442, 0.19540691024987794, 0.19538269441147743, 0.19535616898483765, 0.19534119084807633, 0.19533358124224148, 0.19533226858651456, 0.19532350913711768, 0.19531668398820617, 0.19531256228155053, 0.19529295120150497, 0.19528507841284456]
[0.19528507841284415, 0.1952536827985085, 0.19524175494090273, 0.19523023317857263, 0.19522737810816262, 0.19522453213138258, 0.19522404882304217, 0.19521801169014702]
[0.19521801169014696, 0.195216851359198, 0.19521635838628565, 0.1952163195165244]
